cumulative_reward,cral,cr,successful_landing,boundary_counter,landing_attempts,movement_ratio
0.0,0.0,0.0,True,0,1,0.007246376811594203
0.0,0.0,0.0,True,0,1,0.010752688172043012
-25.199999999999985,0.0,0.0,True,8,10,0.3442622950819672
-0.2,0.0,0.0,True,0,1,0.037037037037037035
-6.200000000000001,0.0,0.0,True,2,2,0.3090909090909091
-0.4,0.0,0.0,True,0,1,0.04918032786885246
0.0,0.0,0.0,True,0,1,0.015625
0.0,0.0,0.0,True,0,1,0.01818181818181818
0.0,0.0,0.0,True,0,1,0.008928571428571428
0.0,0.0,0.0,True,0,1,0.01694915254237288
2.3999999999999986,0.0577617328519856,0.0577617328519856,True,1,1,0.13445378151260504
-3.6000000000000005,0.0,0.0,True,0,3,0.08035714285714286
-5.800000000000002,0.0,0.0,True,2,2,0.11627906976744186
-0.2,0.0,0.0,True,0,1,0.0136986301369863
-203.00000000000009,0.0,0.029739776951672847,False,4,28,1.0
-196.00000000000003,0.0,0.12019230769230771,False,27,15,1.0
-0.8,0.0,0.0,True,0,1,0.08333333333333333
-9.799999999999997,0.0,0.0,True,1,5,0.20491803278688525
4.0,0.034574468085106336,0.034574468085106336,True,0,1,0.12962962962962962
-15.999999999999986,0.008086253369272267,0.008086253369272267,True,3,8,0.74
-180.39999999999995,0.0,0.006134969325153339,False,4,10,1.0
-6.200000000000001,0.0,0.0,True,0,4,0.13709677419354838
0.0,0.0,0.0,True,0,1,0.013513513513513514
-0.2,0.0,0.0,True,0,1,0.016129032258064516
-0.2,0.0,0.0,True,0,1,0.027777777777777776
-180.99999999999994,0.0,0.0,False,9,7,1.0
0.0,0.0,0.0,True,0,1,0.0125
-0.39999999999999997,0.006329113924050667,0.006329113924050667,True,0,1,0.0603448275862069
-192.79999999999998,0.0,0.15139442231075695,False,12,22,1.0
-6.800000000000002,0.0,0.0,True,3,2,0.1724137931034483
-0.4,0.0,0.0,True,0,1,0.02912621359223301
-1.5999999999999999,0.0,0.0,True,0,1,0.09183673469387756
-13.79999999999999,0.0,0.0,True,0,7,0.35398230088495575
-174.79999999999995,0.0,0.06779661016949157,False,0,14,1.0
-205.2000000000001,0.0,0.11398963730569944,False,13,26,1.0
-174.59999999999997,0.0,0.07692307692307687,False,1,15,1.0
